Participant Legal Business Name,ACO Legal or Name/Doing Business As,ACO Address,ACO Service Area,ACO Website Address,ACO Executive Name,ACO Executive Email,ACO Executive Phone,ACO Public Contact Name,ACO Public Contact Email,ACO Public Contact Phone
"Ramses Vega, M.D., P.A.",ACMG,"6355 NW 36 Street, Suite 604, Virginia Gardens, FL, Florida 33166","Florida, Georgia",,Chris Pertierra,ACMGroupFL@aol.com,(786) 427-1037,Susan Fernandez,SFernandez@ACMGroupfl.com,(786) 427-1037
Advent Family Practice,ACMG,"6355 NW 36 Street, Suite 604, Virginia Gardens, FL, Florida 33166","Florida, Georgia",,Chris Pertierra,ACMGroupFL@aol.com,(786) 427-1037,Susan Fernandez,SFernandez@ACMGroupfl.com,(786) 427-1037
"Angel F. Berio MD, P.A.",ACMG,"6355 NW 36 Street, Suite 604, Virginia Gardens, FL, Florida 33166","Florida, Georgia",,Chris Pertierra,ACMGroupFL@aol.com,(786) 427-1037,Susan Fernandez,SFernandez@ACMGroupfl.com,(786) 427-1037
Med One Medical Management,ACMG,"6355 NW 36 Street, Suite 604, Virginia Gardens, FL, Florida 33166","Florida, Georgia",,Chris Pertierra,ACMGroupFL@aol.com,(786) 427-1037,Susan Fernandez,SFernandez@ACMGroupfl.com,(786) 427-1037
"H & T Benazet, M.D., P.A.",ACMG,"6355 NW 36 Street, Suite 604, Virginia Gardens, FL, Florida 33166","Florida, Georgia",,Chris Pertierra,ACMGroupFL@aol.com,(786) 427-1037,Susan Fernandez,SFernandez@ACMGroupfl.com,(786) 427-1037
"Jose David Suarez, M.D., P.A.",ACMG,"6355 NW 36 Street, Suite 604, Virginia Gardens, FL, Florida 33166","Florida, Georgia",,Chris Pertierra,ACMGroupFL@aol.com,(786) 427-1037,Susan Fernandez,SFernandez@ACMGroupfl.com,(786) 427-1037
"Pedro P. Carballo, M.D. P.A.",ACMG,"6355 NW 36 Street, Suite 604, Virginia Gardens, FL, Florida 33166","Florida, Georgia",,Chris Pertierra,ACMGroupFL@aol.com,(786) 427-1037,Susan Fernandez,SFernandez@ACMGroupfl.com,(786) 427-1037
"Jose L. Avila, MD PA",ACMG,"6355 NW 36 Street, Suite 604, Virginia Gardens, FL, Florida 33166","Florida, Georgia",,Chris Pertierra,ACMGroupFL@aol.com,(786) 427-1037,Susan Fernandez,SFernandez@ACMGroupfl.com,(786) 427-1037
"Jacob Levy, MD PA",ACMG,"6355 NW 36 Street, Suite 604, Virginia Gardens, FL, Florida 33166","Florida, Georgia",,Chris Pertierra,ACMGroupFL@aol.com,(786) 427-1037,Susan Fernandez,SFernandez@ACMGroupfl.com,(786) 427-1037
"Barr Medical Center, INC.",ACMG,"6355 NW 36 Street, Suite 604, Virginia Gardens, FL, Florida 33166","Florida, Georgia",,Chris Pertierra,ACMGroupFL@aol.com,(786) 427-1037,Susan Fernandez,SFernandez@ACMGroupfl.com,(786) 427-1037
"Integral Medicine Group, Inc.",ACMG,"6355 NW 36 Street, Suite 604, Virginia Gardens, FL, Florida 33166","Florida, Georgia",,Chris Pertierra,ACMGroupFL@aol.com,(786) 427-1037,Susan Fernandez,SFernandez@ACMGroupfl.com,(786) 427-1037
"Acevedo Medical Care Group, Inc.",ACMG,"6355 NW 36 Street, Suite 604, Virginia Gardens, FL, Florida 33166","Florida, Georgia",,Chris Pertierra,ACMGroupFL@aol.com,(786) 427-1037,Susan Fernandez,SFernandez@ACMGroupfl.com,(786) 427-1037
"Cintia Cuperman, M.D., P.A.",ACMG,"6355 NW 36 Street, Suite 604, Virginia Gardens, FL, Florida 33166","Florida, Georgia",,Chris Pertierra,ACMGroupFL@aol.com,(786) 427-1037,Susan Fernandez,SFernandez@ACMGroupfl.com,(786) 427-1037
"Palmetto Bay Medical Center, Inc.",ACMG,"6355 NW 36 Street, Suite 604, Virginia Gardens, FL, Florida 33166","Florida, Georgia",,Chris Pertierra,ACMGroupFL@aol.com,(786) 427-1037,Susan Fernandez,SFernandez@ACMGroupfl.com,(786) 427-1037
"Pro Care Health Center, Inc",ACMG,"6355 NW 36 Street, Suite 604, Virginia Gardens, FL, Florida 33166","Florida, Georgia",,Chris Pertierra,ACMGroupFL@aol.com,(786) 427-1037,Susan Fernandez,SFernandez@ACMGroupfl.com,(786) 427-1037
"Juvenal E. Martinez, M.D., P.A.",ACMG,"6355 NW 36 Street, Suite 604, Virginia Gardens, FL, Florida 33166","Florida, Georgia",,Chris Pertierra,ACMGroupFL@aol.com,(786) 427-1037,Susan Fernandez,SFernandez@ACMGroupfl.com,(786) 427-1037
Broward Physician Therapy Corp.,ACMG,"6355 NW 36 Street, Suite 604, Virginia Gardens, FL, Florida 33166","Florida, Georgia",,Chris Pertierra,ACMGroupFL@aol.com,(786) 427-1037,Susan Fernandez,SFernandez@ACMGroupfl.com,(786) 427-1037
"Rafael Abreu, M.D.",ACMG,"6355 NW 36 Street, Suite 604, Virginia Gardens, FL, Florida 33166","Florida, Georgia",,Chris Pertierra,ACMGroupFL@aol.com,(786) 427-1037,Susan Fernandez,SFernandez@ACMGroupfl.com,(786) 427-1037
"Waldo Acebo, M.D., P.A.",ACMG,"6355 NW 36 Street, Suite 604, Virginia Gardens, FL, Florida 33166","Florida, Georgia",,Chris Pertierra,ACMGroupFL@aol.com,(786) 427-1037,Susan Fernandez,SFernandez@ACMGroupfl.com,(786) 427-1037
Fausto P Castillo Pa,ACMG,"6355 NW 36 Street, Suite 604, Virginia Gardens, FL, Florida 33166","Florida, Georgia",,Chris Pertierra,ACMGroupFL@aol.com,(786) 427-1037,Susan Fernandez,SFernandez@ACMGroupfl.com,(786) 427-1037
Prestige Medical Services Inc,ACMG,"6355 NW 36 Street, Suite 604, Virginia Gardens, FL, Florida 33166","Florida, Georgia",,Chris Pertierra,ACMGroupFL@aol.com,(786) 427-1037,Susan Fernandez,SFernandez@ACMGroupfl.com,(786) 427-1037
Stuart K. Joseph Md Pa,ACMG,"6355 NW 36 Street, Suite 604, Virginia Gardens, FL, Florida 33166","Florida, Georgia",,Chris Pertierra,ACMGroupFL@aol.com,(786) 427-1037,Susan Fernandez,SFernandez@ACMGroupfl.com,(786) 427-1037
Sunshine Medical And Pain Management,ACMG,"6355 NW 36 Street, Suite 604, Virginia Gardens, FL, Florida 33166","Florida, Georgia",,Chris Pertierra,ACMGroupFL@aol.com,(786) 427-1037,Susan Fernandez,SFernandez@ACMGroupfl.com,(786) 427-1037
"St Croix Medical Group, Inc",ACMG,"6355 NW 36 Street, Suite 604, Virginia Gardens, FL, Florida 33166","Florida, Georgia",,Chris Pertierra,ACMGroupFL@aol.com,(786) 427-1037,Susan Fernandez,SFernandez@ACMGroupfl.com,(786) 427-1037
Dr. Daniel Juarez,ACO Providers,"1125 Cypress Station Drive, Suite D, Houston, Texas 77090",Texas,,Walter Crowder,wcrowder@amedhomehealth.com,(409) 933-1000,Geoffrey Fromme,gfromme@pct-aco.com,(407) 475-9213 x 206
Greater Houston Primary Care PC,ACO Providers,"1125 Cypress Station Drive, Suite D, Houston, Texas 77090",Texas,,Walter Crowder,wcrowder@amedhomehealth.com,(409) 933-1000,Geoffrey Fromme,gfromme@pct-aco.com,(407) 475-9213 x 206
Aguilar Family Healthcare,ACO Providers,"1125 Cypress Station Drive, Suite D, Houston, Texas 77090",Texas,,Walter Crowder,wcrowder@amedhomehealth.com,(409) 933-1000,Geoffrey Fromme,gfromme@pct-aco.com,(407) 475-9213 x 206
"SCB Clinic, PLLC",ACO Providers,"1125 Cypress Station Drive, Suite D, Houston, Texas 77090",Texas,,Walter Crowder,wcrowder@amedhomehealth.com,(409) 933-1000,Geoffrey Fromme,gfromme@pct-aco.com,(407) 475-9213 x 206
"Ministering Physicians, PA",ACO Providers,"1125 Cypress Station Drive, Suite D, Houston, Texas 77090",Texas,,Walter Crowder,wcrowder@amedhomehealth.com,(409) 933-1000,Geoffrey Fromme,gfromme@pct-aco.com,(407) 475-9213 x 206
Bacliff Family Healthcare,ACO Providers,"1125 Cypress Station Drive, Suite D, Houston, Texas 77090",Texas,,Walter Crowder,wcrowder@amedhomehealth.com,(409) 933-1000,Geoffrey Fromme,gfromme@pct-aco.com,(407) 475-9213 x 206
GA Valdez and Associates,ACO Providers,"1125 Cypress Station Drive, Suite D, Houston, Texas 77090",Texas,,Walter Crowder,wcrowder@amedhomehealth.com,(409) 933-1000,Geoffrey Fromme,gfromme@pct-aco.com,(407) 475-9213 x 206
Partners in Internal Medicine PA,ACO Providers,"1125 Cypress Station Drive, Suite D, Houston, Texas 77090",Texas,,Walter Crowder,wcrowder@amedhomehealth.com,(409) 933-1000,Geoffrey Fromme,gfromme@pct-aco.com,(407) 475-9213 x 206
Pasadena Community Health Group,ACO Providers,"1125 Cypress Station Drive, Suite D, Houston, Texas 77090",Texas,,Walter Crowder,wcrowder@amedhomehealth.com,(409) 933-1000,Geoffrey Fromme,gfromme@pct-aco.com,(407) 475-9213 x 206
Juarez & Juarez Family Medical Clinic Inc.,ACO Providers,"1125 Cypress Station Drive, Suite D, Houston, Texas 77090",Texas,,Walter Crowder,wcrowder@amedhomehealth.com,(409) 933-1000,Geoffrey Fromme,gfromme@pct-aco.com,(407) 475-9213 x 206
Family Medical Home PLLC,ACO Providers,"1125 Cypress Station Drive, Suite D, Houston, Texas 77090",Texas,,Walter Crowder,wcrowder@amedhomehealth.com,(409) 933-1000,Geoffrey Fromme,gfromme@pct-aco.com,(407) 475-9213 x 206
Ibanez Internal Medicine,ACO Providers,"1125 Cypress Station Drive, Suite D, Houston, Texas 77090",Texas,,Walter Crowder,wcrowder@amedhomehealth.com,(409) 933-1000,Geoffrey Fromme,gfromme@pct-aco.com,(407) 475-9213 x 206
"Michael Badlissi, MD",ACO Providers,"1125 Cypress Station Drive, Suite D, Houston, Texas 77090",Texas,,Walter Crowder,wcrowder@amedhomehealth.com,(409) 933-1000,Geoffrey Fromme,gfromme@pct-aco.com,(407) 475-9213 x 206
"Coastal Family Medicine Associates, PA",ACO Providers,"1125 Cypress Station Drive, Suite D, Houston, Texas 77090",Texas,,Walter Crowder,wcrowder@amedhomehealth.com,(409) 933-1000,Geoffrey Fromme,gfromme@pct-aco.com,(407) 475-9213 x 206
"Mark Hennessey, MD",ACO Providers,"1125 Cypress Station Drive, Suite D, Houston, Texas 77090",Texas,,Walter Crowder,wcrowder@amedhomehealth.com,(409) 933-1000,Geoffrey Fromme,gfromme@pct-aco.com,(407) 475-9213 x 206
Kellum Medical Group,ACO Providers,"1125 Cypress Station Drive, Suite D, Houston, Texas 77090",Texas,,Walter Crowder,wcrowder@amedhomehealth.com,(409) 933-1000,Geoffrey Fromme,gfromme@pct-aco.com,(407) 475-9213 x 206
Horacio R. Ramirez MD,ACO Providers,"1125 Cypress Station Drive, Suite D, Houston, Texas 77090",Texas,,Walter Crowder,wcrowder@amedhomehealth.com,(409) 933-1000,Geoffrey Fromme,gfromme@pct-aco.com,(407) 475-9213 x 206
Heritage Medical Clinic,ACO Providers,"1125 Cypress Station Drive, Suite D, Houston, Texas 77090",Texas,,Walter Crowder,wcrowder@amedhomehealth.com,(409) 933-1000,Geoffrey Fromme,gfromme@pct-aco.com,(407) 475-9213 x 206
Coastal Bend Family Medicine PA,ACO Providers,"1125 Cypress Station Drive, Suite D, Houston, Texas 77090",Texas,,Walter Crowder,wcrowder@amedhomehealth.com,(409) 933-1000,Geoffrey Fromme,gfromme@pct-aco.com,(407) 475-9213 x 206
"Karl K Covington, MD",ACO Providers,"1125 Cypress Station Drive, Suite D, Houston, Texas 77090",Texas,,Walter Crowder,wcrowder@amedhomehealth.com,(409) 933-1000,Geoffrey Fromme,gfromme@pct-aco.com,(407) 475-9213 x 206
Dr. Francisco Banera,ACO Providers,"1125 Cypress Station Drive, Suite D, Houston, Texas 77090",Texas,,Walter Crowder,wcrowder@amedhomehealth.com,(409) 933-1000,Geoffrey Fromme,gfromme@pct-aco.com,(407) 475-9213 x 206
Gomez-Vazquez Family Practice,ACO Providers,"1125 Cypress Station Drive, Suite D, Houston, Texas 77090",Texas,,Walter Crowder,wcrowder@amedhomehealth.com,(409) 933-1000,Geoffrey Fromme,gfromme@pct-aco.com,(407) 475-9213 x 206
"Community Family Medicine, PA",ACO Providers,"1125 Cypress Station Drive, Suite D, Houston, Texas 77090",Texas,,Walter Crowder,wcrowder@amedhomehealth.com,(409) 933-1000,Geoffrey Fromme,gfromme@pct-aco.com,(407) 475-9213 x 206
Leander Primary Care,ACO Providers,"1125 Cypress Station Drive, Suite D, Houston, Texas 77090",Texas,,Walter Crowder,wcrowder@amedhomehealth.com,(409) 933-1000,Geoffrey Fromme,gfromme@pct-aco.com,(407) 475-9213 x 206
"Nick S. Pomonis, DO",ACO Providers,"1125 Cypress Station Drive, Suite D, Houston, Texas 77090",Texas,,Walter Crowder,wcrowder@amedhomehealth.com,(409) 933-1000,Geoffrey Fromme,gfromme@pct-aco.com,(407) 475-9213 x 206
"Lena Bruce, MD",ACO Providers,"1125 Cypress Station Drive, Suite D, Houston, Texas 77090",Texas,,Walter Crowder,wcrowder@amedhomehealth.com,(409) 933-1000,Geoffrey Fromme,gfromme@pct-aco.com,(407) 475-9213 x 206
Beverly A St Julien MSN CFNP,ACO Providers,"1125 Cypress Station Drive, Suite D, Houston, Texas 77090",Texas,,Walter Crowder,wcrowder@amedhomehealth.com,(409) 933-1000,Geoffrey Fromme,gfromme@pct-aco.com,(407) 475-9213 x 206
Sairi Hirani MD,ACO Providers,"1125 Cypress Station Drive, Suite D, Houston, Texas 77090",Texas,,Walter Crowder,wcrowder@amedhomehealth.com,(409) 933-1000,Geoffrey Fromme,gfromme@pct-aco.com,(407) 475-9213 x 206
Heart of Texas Family Medicine,ACO Providers,"1125 Cypress Station Drive, Suite D, Houston, Texas 77090",Texas,,Walter Crowder,wcrowder@amedhomehealth.com,(409) 933-1000,Geoffrey Fromme,gfromme@pct-aco.com,(407) 475-9213 x 206
Nora I. Valdes MD PA,ACO Providers,"1125 Cypress Station Drive, Suite D, Houston, Texas 77090",Texas,,Walter Crowder,wcrowder@amedhomehealth.com,(409) 933-1000,Geoffrey Fromme,gfromme@pct-aco.com,(407) 475-9213 x 206
"Nancy E. Hughes, MD",ACO Providers,"1125 Cypress Station Drive, Suite D, Houston, Texas 77090",Texas,,Walter Crowder,wcrowder@amedhomehealth.com,(409) 933-1000,Geoffrey Fromme,gfromme@pct-aco.com,(407) 475-9213 x 206
"Dr. David Lopez, MD",ACO Providers,"1125 Cypress Station Drive, Suite D, Houston, Texas 77090",Texas,,Walter Crowder,wcrowder@amedhomehealth.com,(409) 933-1000,Geoffrey Fromme,gfromme@pct-aco.com,(407) 475-9213 x 206
James Yates,ACONA,"2866 Johnson Ferry Road, Suite 200, Marietta, Georgia 30062",Alabama,,Pamela Miller,pmiller@impactmed.com,(770) 518-4406 x233,P Miller,pmiller@impactmed.com,(770) 518-4406 x233
Russell Ingram,ACONA,"2866 Johnson Ferry Road, Suite 200, Marietta, Georgia 30062",Alabama,,Pamela Miller,pmiller@impactmed.com,(770) 518-4406 x233,P Miller,pmiller@impactmed.com,(770) 518-4406 x233
"Dr. Tamara McIntosh, LLC",ACONA,"2866 Johnson Ferry Road, Suite 200, Marietta, Georgia 30062",Alabama,,Pamela Miller,pmiller@impactmed.com,(770) 518-4406 x233,P Miller,pmiller@impactmed.com,(770) 518-4406 x233
"Wills Valley Family Medicine, LLC",ACONA,"2866 Johnson Ferry Road, Suite 200, Marietta, Georgia 30062",Alabama,,Pamela Miller,pmiller@impactmed.com,(770) 518-4406 x233,P Miller,pmiller@impactmed.com,(770) 518-4406 x233
"Rainsville Family Practice, LLC",ACONA,"2866 Johnson Ferry Road, Suite 200, Marietta, Georgia 30062",Alabama,,Pamela Miller,pmiller@impactmed.com,(770) 518-4406 x233,P Miller,pmiller@impactmed.com,(770) 518-4406 x233
Jeremy Goodwin,ACONA,"2866 Johnson Ferry Road, Suite 200, Marietta, Georgia 30062",Alabama,,Pamela Miller,pmiller@impactmed.com,(770) 518-4406 x233,P Miller,pmiller@impactmed.com,(770) 518-4406 x233
"Michael D. Herndon, D.O.",ACONA,"2866 Johnson Ferry Road, Suite 200, Marietta, Georgia 30062",Alabama,,Pamela Miller,pmiller@impactmed.com,(770) 518-4406 x233,P Miller,pmiller@impactmed.com,(770) 518-4406 x233
Gadsden Medical Clinic,ACONA,"2866 Johnson Ferry Road, Suite 200, Marietta, Georgia 30062",Alabama,,Pamela Miller,pmiller@impactmed.com,(770) 518-4406 x233,P Miller,pmiller@impactmed.com,(770) 518-4406 x233
"Piedmont Family Practice Center, PC",ACONA,"2866 Johnson Ferry Road, Suite 200, Marietta, Georgia 30062",Alabama,,Pamela Miller,pmiller@impactmed.com,(770) 518-4406 x233,P Miller,pmiller@impactmed.com,(770) 518-4406 x233
North Alabama Family Practice,ACONA,"2866 Johnson Ferry Road, Suite 200, Marietta, Georgia 30062",Alabama,,Pamela Miller,pmiller@impactmed.com,(770) 518-4406 x233,P Miller,pmiller@impactmed.com,(770) 518-4406 x233
Northshoreharper Kelly,ACONA,"2866 Johnson Ferry Road, Suite 200, Marietta, Georgia 30062",Alabama,,Pamela Miller,pmiller@impactmed.com,(770) 518-4406 x233,P Miller,pmiller@impactmed.com,(770) 518-4406 x233
Cleburne Medical Clinic,ACONA,"2866 Johnson Ferry Road, Suite 200, Marietta, Georgia 30062",Alabama,,Pamela Miller,pmiller@impactmed.com,(770) 518-4406 x233,P Miller,pmiller@impactmed.com,(770) 518-4406 x233
Sandra Carpenter M.D.,ACONA,"2866 Johnson Ferry Road, Suite 200, Marietta, Georgia 30062",Alabama,,Pamela Miller,pmiller@impactmed.com,(770) 518-4406 x233,P Miller,pmiller@impactmed.com,(770) 518-4406 x233
Cheaha Area Regional Emergency Specialists,ACONA,"2866 Johnson Ferry Road, Suite 200, Marietta, Georgia 30062",Alabama,,Pamela Miller,pmiller@impactmed.com,(770) 518-4406 x233,P Miller,pmiller@impactmed.com,(770) 518-4406 x233
"Christine Meyer, M.D., LLC",ACO-PA,"259 North Radnor Chester Road, Suite 290, Radnor, Pennsylvania 19087","New Jersey, Pennsylvania",,David Simon,simond@jhsmail.org,(610) 225-6298,David Simon,simond@jhsmail.org,(610) 225-6298
"Rose Tree Medical Associates, LLC",ACO-PA,"259 North Radnor Chester Road, Suite 290, Radnor, Pennsylvania 19087","New Jersey, Pennsylvania",,David Simon,simond@jhsmail.org,(610) 225-6298,David Simon,simond@jhsmail.org,(610) 225-6298
"Geoffrey W. Temple Family Medical Associates, P.C.",ACO-PA,"259 North Radnor Chester Road, Suite 290, Radnor, Pennsylvania 19087","New Jersey, Pennsylvania",,David Simon,simond@jhsmail.org,(610) 225-6298,David Simon,simond@jhsmail.org,(610) 225-6298
"Kenneth Sternberger, M.D., P.C.",ACO-PA,"259 North Radnor Chester Road, Suite 290, Radnor, Pennsylvania 19087","New Jersey, Pennsylvania",,David Simon,simond@jhsmail.org,(610) 225-6298,David Simon,simond@jhsmail.org,(610) 225-6298
Vna Home Care Of Mercer County,ACO-PA,"259 North Radnor Chester Road, Suite 290, Radnor, Pennsylvania 19087","New Jersey, Pennsylvania",,David Simon,simond@jhsmail.org,(610) 225-6298,David Simon,simond@jhsmail.org,(610) 225-6298
"Holy Redeemer Home Care, Inc.",ACO-PA,"259 North Radnor Chester Road, Suite 290, Radnor, Pennsylvania 19087","New Jersey, Pennsylvania",,David Simon,simond@jhsmail.org,(610) 225-6298,David Simon,simond@jhsmail.org,(610) 225-6298
"Visiting Nurse and Health Services, Inc.",ACO-PA,"259 North Radnor Chester Road, Suite 290, Radnor, Pennsylvania 19087","New Jersey, Pennsylvania",,David Simon,simond@jhsmail.org,(610) 225-6298,David Simon,simond@jhsmail.org,(610) 225-6298
"Holy Redeemer Visiting Nurse Agency, Inc.",ACO-PA,"259 North Radnor Chester Road, Suite 290, Radnor, Pennsylvania 19087","New Jersey, Pennsylvania",,David Simon,simond@jhsmail.org,(610) 225-6298,David Simon,simond@jhsmail.org,(610) 225-6298
Riddle Health Care Services,ACO-PA,"259 North Radnor Chester Road, Suite 290, Radnor, Pennsylvania 19087","New Jersey, Pennsylvania",,David Simon,simond@jhsmail.org,(610) 225-6298,David Simon,simond@jhsmail.org,(610) 225-6298
Peter R Honig,ACO-PA,"259 North Radnor Chester Road, Suite 290, Radnor, Pennsylvania 19087","New Jersey, Pennsylvania",,David Simon,simond@jhsmail.org,(610) 225-6298,David Simon,simond@jhsmail.org,(610) 225-6298
"Holy Redeemer Hospice, Inc.",ACO-PA,"259 North Radnor Chester Road, Suite 290, Radnor, Pennsylvania 19087","New Jersey, Pennsylvania",,David Simon,simond@jhsmail.org,(610) 225-6298,David Simon,simond@jhsmail.org,(610) 225-6298
"Main Line Hospitals, Inc.",ACO-PA,"259 North Radnor Chester Road, Suite 290, Radnor, Pennsylvania 19087","New Jersey, Pennsylvania",,David Simon,simond@jhsmail.org,(610) 225-6298,David Simon,simond@jhsmail.org,(610) 225-6298
Philadelphia College of Osteopathic Medicine,ACO-PA,"259 North Radnor Chester Road, Suite 290, Radnor, Pennsylvania 19087","New Jersey, Pennsylvania",,David Simon,simond@jhsmail.org,(610) 225-6298,David Simon,simond@jhsmail.org,(610) 225-6298
Magee Rehabilitation Hospital,ACO-PA,"259 North Radnor Chester Road, Suite 290, Radnor, Pennsylvania 19087","New Jersey, Pennsylvania",,David Simon,simond@jhsmail.org,(610) 225-6298,David Simon,simond@jhsmail.org,(610) 225-6298
Riddle Memorial Hospital,ACO-PA,"259 North Radnor Chester Road, Suite 290, Radnor, Pennsylvania 19087","New Jersey, Pennsylvania",,David Simon,simond@jhsmail.org,(610) 225-6298,David Simon,simond@jhsmail.org,(610) 225-6298
Holy Redeemer Health System,ACO-PA,"259 North Radnor Chester Road, Suite 290, Radnor, Pennsylvania 19087","New Jersey, Pennsylvania",,David Simon,simond@jhsmail.org,(610) 225-6298,David Simon,simond@jhsmail.org,(610) 225-6298
Dr Murray Brand Associates,ACO-PA,"259 North Radnor Chester Road, Suite 290, Radnor, Pennsylvania 19087","New Jersey, Pennsylvania",,David Simon,simond@jhsmail.org,(610) 225-6298,David Simon,simond@jhsmail.org,(610) 225-6298
Montgomery County Medical Associates Ltd.,ACO-PA,"259 North Radnor Chester Road, Suite 290, Radnor, Pennsylvania 19087","New Jersey, Pennsylvania",,David Simon,simond@jhsmail.org,(610) 225-6298,David Simon,simond@jhsmail.org,(610) 225-6298
"Delaware Valley Community Health, Inc.",ACO-PA,"259 North Radnor Chester Road, Suite 290, Radnor, Pennsylvania 19087","New Jersey, Pennsylvania",,David Simon,simond@jhsmail.org,(610) 225-6298,David Simon,simond@jhsmail.org,(610) 225-6298
Jefferson Home Care,ACO-PA,"259 North Radnor Chester Road, Suite 290, Radnor, Pennsylvania 19087","New Jersey, Pennsylvania",,David Simon,simond@jhsmail.org,(610) 225-6298,David Simon,simond@jhsmail.org,(610) 225-6298
Main Line Affiliates,ACO-PA,"259 North Radnor Chester Road, Suite 290, Radnor, Pennsylvania 19087","New Jersey, Pennsylvania",,David Simon,simond@jhsmail.org,(610) 225-6298,David Simon,simond@jhsmail.org,(610) 225-6298
